Source,Target,Weight
100086136287688,100009325673884,2
100086136287688,100041498236937,2
100086136287688,100089441656893,18
100086136287688,100008612223457,3
100086136287688,100060479528651,2
100086136287688,100009791952257,4
100086136287688,100002115140000,2
100086136287688,100011849643689,1
100086136287688,100050422320707,3
100086136287688,100027296823095,1
100086136287688,100083520887636,18
100086136287688,100013653588406,2
100086136287688,100002123869936,2
100086136287688,100082257806963,18
100086136287688,100004787044962,2
100037971341540,100086756088955,3
100037971341540,100085040808935,3
100037971341540,100080327048230,3
100037971341540,100006833971820,2
100037971341540,100001884645265,3
100037971341540,100035713475971,3
100037971341540,100082469666072,3
100037971341540,100007811195773,2
100037971341540,100086136287688,3
100037971341540,100081944692856,3
100037971341540,100078589998620,3
100037971341540,100094123076091,3
100037971341540,100079779367930,3
100037971341540,100079989170790,3
100037971341540,100019552652541,1
100037971341540,100014976528411,2
100037971341540,100079440770802,3
100037971341540,100092296245202,3
100037971341540,100083295727262,3
100037971341540,100009466671559,1
100037971341540,100041188877434,1
100037971341540,100088168869967,3
100037971341540,100002537883844,2
100037971341540,100091257196613,3
100037971341540,100014225087232,2
100037971341540,100089441656893,3
100037971341540,100060479528651,1
100037971341540,100009791952257,2
100037971341540,100050422320707,2
100037971341540,100027296823095,1
100037971341540,100083520887636,3
100037971341540,100082257806963,3
100037971341540,100004787044962,2
100081944692856,100086756088955,18
100081944692856,100006069215765,4
100081944692856,100026907492072,2
100081944692856,100085040808935,18
100081944692856,100080327048230,18
100081944692856,100007096600721,2
100081944692856,61560427569839,1
100081944692856,100038394284854,1
100081944692856,100006833971820,11
100081944692856,100041792267293,2
100081944692856,100001884645265,13
100081944692856,100035713475971,9
100081944692856,100082469666072,18
100081944692856,100009649545320,4
100081944692856,100007811195773,5
100081944692856,100086136287688,18
100081944692856,100037971341540,3
100081944692856,100078589998620,18
100081944692856,100005968629295,1
100081944692856,100012920975012,2
100081944692856,100094123076091,18
100081944692856,100010574713732,4
100081944692856,100007981214611,1
100081944692856,100023224607339,2
100081944692856,100011715770449,3
100081944692856,100079779367930,18
100081944692856,100079989170790,18
100081944692856,100019552652541,2
100081944692856,100014976528411,2
100081944692856,100079440770802,18
100081944692856,100004297694987,2
100081944692856,100011330460038,2
100081944692856,100008220900883,4
100081944692856,100092296245202,18
100081944692856,100001657913682,1
100081944692856,100028221665425,2
100081944692856,100083295727262,18
100081944692856,100009466671559,1
100081944692856,100041188877434,4
100081944692856,100065340960858,2
100081944692856,100003772572780,3
100081944692856,100088168869967,18
100081944692856,100008028272799,2
100081944692856,100004453693695,2
100081944692856,100002537883844,6
100081944692856,100091257196613,18
100081944692856,100014225087232,2
100081944692856,100009325673884,2
100081944692856,100041498236937,2
100081944692856,100089441656893,18
100081944692856,100008612223457,3
100081944692856,100060479528651,2
100081944692856,100009791952257,4
100081944692856,100002115140000,2
100081944692856,100011849643689,1
100081944692856,100050422320707,3
100081944692856,100027296823095,1
100081944692856,100083520887636,18
100081944692856,100013653588406,2
100081944692856,100002123869936,2
100081944692856,100082257806963,18
100081944692856,100004787044962,2
100078589998620,100086756088955,18
100078589998620,100006069215765,4
100078589998620,100026907492072,2
100078589998620,100085040808935,18
100078589998620,100080327048230,18
100078589998620,100007096600721,2
100078589998620,61560427569839,1
100078589998620,100038394284854,1
100078589998620,100006833971820,11
100078589998620,100041792267293,2
100078589998620,100001884645265,13
100078589998620,100035713475971,9
100078589998620,100082469666072,18
100078589998620,100009649545320,4
100078589998620,100007811195773,5
100078589998620,100086136287688,18
100078589998620,100037971341540,3
100078589998620,100081944692856,18
100078589998620,100005968629295,1
100078589998620,100012920975012,2
100078589998620,100094123076091,18
100078589998620,100010574713732,4
100078589998620,100007981214611,1
100078589998620,100023224607339,2
100078589998620,100011715770449,3
100078589998620,100079779367930,18
100078589998620,100079989170790,18
100078589998620,100019552652541,2
100078589998620,100014976528411,2
100078589998620,100079440770802,18
100078589998620,100004297694987,2
100078589998620,100011330460038,2
100078589998620,100008220900883,4
100078589998620,100092296245202,18
100078589998620,100001657913682,1
100078589998620,100028221665425,2
100078589998620,100083295727262,18
100078589998620,100009466671559,1
100078589998620,100041188877434,4
100078589998620,100065340960858,2
100078589998620,100003772572780,3
100078589998620,100088168869967,18
100078589998620,100008028272799,2
100078589998620,100004453693695,2
100078589998620,100002537883844,6
100078589998620,100091257196613,18
100078589998620,100014225087232,2
100078589998620,100009325673884,2
100078589998620,100041498236937,2
100078589998620,100089441656893,18
100078589998620,100008612223457,3
100078589998620,100060479528651,2
100078589998620,100009791952257,4
100078589998620,100002115140000,2
100078589998620,100011849643689,1
100078589998620,100050422320707,3
100078589998620,100027296823095,1
100078589998620,100083520887636,18
100078589998620,100013653588406,2
100078589998620,100002123869936,2
100078589998620,100082257806963,18
100078589998620,100004787044962,2
100005968629295,100086756088955,1
100005968629295,100085040808935,1
100005968629295,100080327048230,1
100005968629295,100001884645265,1
100005968629295,100035713475971,1
100005968629295,100082469666072,1
100005968629295,100086136287688,1
100005968629295,100081944692856,1
100005968629295,100078589998620,1
100005968629295,100094123076091,1
100005968629295,100007981214611,1
100005968629295,100079779367930,1
100005968629295,100079989170790,1
100005968629295,100019552652541,1
100005968629295,100079440770802,1
100005968629295,100092296245202,1
100005968629295,100083295727262,1
100005968629295,100041188877434,1
100005968629295,100088168869967,1
100005968629295,100091257196613,1
100005968629295,100089441656893,1
100005968629295,100060479528651,1
100005968629295,100083520887636,1
100005968629295,100082257806963,1
100012920975012,100086756088955,2
100012920975012,100085040808935,2
100012920975012,100080327048230,2
100012920975012,100006833971820,2
100012920975012,100001884645265,2
100012920975012,100082469666072,2
100012920975012,100007811195773,2
100012920975012,100086136287688,2
100012920975012,100081944692856,2
100012920975012,100078589998620,2
100012920975012,100094123076091,2
100012920975012,100010574713732,2
100012920975012,100079779367930,2
100012920975012,100079989170790,2
100012920975012,100079440770802,2
100012920975012,100011330460038,2
100012920975012,100092296245202,2
100012920975012,100083295727262,2
100012920975012,100088168869967,2
100012920975012,100004453693695,2
100012920975012,100091257196613,2
100012920975012,100089441656893,2
100012920975012,100009791952257,2
100012920975012,100083520887636,2
100012920975012,100082257806963,2
100094123076091,100086756088955,18
100094123076091,100006069215765,4
100094123076091,100026907492072,2
100094123076091,100085040808935,18
100094123076091,100080327048230,18
100094123076091,100007096600721,2
100094123076091,61560427569839,1
100094123076091,100038394284854,1
100094123076091,100006833971820,11
100094123076091,100041792267293,2
100094123076091,100001884645265,13
100094123076091,100035713475971,9
100094123076091,100082469666072,18
100094123076091,100009649545320,4
100094123076091,100007811195773,5
100094123076091,100086136287688,18
100094123076091,100037971341540,3
100094123076091,100081944692856,18
100094123076091,100078589998620,18
100094123076091,100005968629295,1
100094123076091,100012920975012,2
100094123076091,100010574713732,4
100094123076091,100007981214611,1
100094123076091,100023224607339,2
100094123076091,100011715770449,3
100094123076091,100079779367930,18
100094123076091,100079989170790,18
100094123076091,100019552652541,2
100094123076091,100014976528411,2
100094123076091,100079440770802,18
100094123076091,100004297694987,2
100094123076091,100011330460038,2
100094123076091,100008220900883,4
100094123076091,100092296245202,18
100094123076091,100001657913682,1
100094123076091,100028221665425,2
100094123076091,100083295727262,18
100094123076091,100009466671559,1
100094123076091,100041188877434,4
100094123076091,100065340960858,2
100094123076091,100003772572780,3
100094123076091,100088168869967,18
100094123076091,100008028272799,2
100094123076091,100004453693695,2
100094123076091,100002537883844,6
100094123076091,100091257196613,18
100094123076091,100014225087232,2
100094123076091,100009325673884,2
100094123076091,100041498236937,2
100094123076091,100089441656893,18
100094123076091,100008612223457,3
100094123076091,100060479528651,2
100094123076091,100009791952257,4
100094123076091,100002115140000,2
100094123076091,100011849643689,1
100094123076091,100050422320707,3
100094123076091,100027296823095,1
100094123076091,100083520887636,18
100094123076091,100013653588406,2
100094123076091,100002123869936,2
100094123076091,100082257806963,18
100094123076091,100004787044962,2
100010574713732,100086756088955,4
100010574713732,100085040808935,4
100010574713732,100080327048230,4
100010574713732,100007096600721,2
100010574713732,100006833971820,4
100010574713732,100001884645265,4
100010574713732,100082469666072,4
100010574713732,100009649545320,2
100010574713732,100007811195773,2
100010574713732,100086136287688,4
100010574713732,100081944692856,4
100010574713732,100078589998620,4
100010574713732,100012920975012,2
100010574713732,100094123076091,4
100010574713732,100079779367930,4
100010574713732,100079989170790,4
100010574713732,100079440770802,4
100010574713732,100011330460038,2
100010574713732,100008220900883,2
100010574713732,100092296245202,4
100010574713732,100028221665425,2
100010574713732,100083295727262,4
100010574713732,100088168869967,4
100010574713732,100004453693695,2
100010574713732,100091257196613,4
100010574713732,100089441656893,4
100010574713732,100009791952257,2
100010574713732,100083520887636,4
100010574713732,100082257806963,4
100007981214611,100086756088955,1
100007981214611,100085040808935,1
100007981214611,100080327048230,1
100007981214611,100001884645265,1
100007981214611,100035713475971,1
100007981214611,100082469666072,1
